CURSO_ACADEMICO;TIPO_ESTUDIO;ESTUDIO;LOCALIDAD;CENTRO;ASIGNATURA;TIPO_ASIGNATURA;CLASE_ASIGNATURA;TASA_EXITO;TASA_RENDIMIENTO;TASA_EVALUACION;ALUMNOS_EVALUADOS;ALUMNOS_SUPERADOS;ALUMNOS_PRESENTADOS;MEDIA_CONVOCATORIAS_CONSUMIDAS;FECHA_ACTUALIZACION
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Neuropsicología;Normal;Obligatoria;93.33;88.42;94.74;95;84;90;1.11;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología del desarrollo II;Normal;Obligatoria;96.34;95.18;98.80;83;79;82;1.08;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Metodología de la investigación III;Normal;Obligatoria;69.79;58.77;84.21;117;69;98;1.43;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Fundamentos de psicoterapia;Normal;Obligatoria;90.10;89.22;99.02;102;91;101;1.43;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de la personalidad I;Normal;Obligatoria;88.37;88.37;100.00;86;76;86;1.37;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología social II;Normal;Obligatoria;100.00;95.35;95.35;86;82;82;1.02;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicopatología y técnicas de intervención I;Normal;Obligatoria;91.67;91.67;100.00;84;77;84;1.48;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de la educación;Normal;Obligatoria;98.73;98.73;100.00;91;90;91;1.04;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología del pensamiento y del lenguaje;Normal;Obligatoria;94.74;92.31;97.44;90;83;88;1.17;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicopatología y técnicas de intervención II;Normal;Obligatoria;93.94;89.86;95.65;86;78;82;1.22;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de los grupos y de las organizaciones;Normal;Obligatoria;100.00;91.67;91.67;89;83;83;1.01;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de la personalidad II;Normal;Obligatoria;90.48;87.69;96.92;81;73;79;1.11;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Nuevos enfoques de inteligencia y creatividad;Normal;Obligatoria;98.53;95.71;97.14;84;81;82;1.12;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología social aplicada;Normal;Obligatoria;100.00;98.53;98.53;71;70;70;1.03;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de la comunicación;Normal;Obligatoria;97.30;97.30;100.00;77;75;77;1.09;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Practicum;Prácticas externas;Prácticas externas;100.00;98.77;98.77;81;80;80;1.02;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;84.88;84.88;86;73;73;1.00;04/09/2022
2020;Movilidad de entrada;Movilidad para 1º y 2º ciclo y grado;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Trabajo fin de Grado;Trabajo fin de grado;Optativa;;;;2;2;2;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Interacción social y comportamiento alimentario;Normal;Optativa;100.00;100.00;100.00;83;83;83;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología social de la salud;Normal;Optativa;97.06;95.65;98.55;77;74;76;1.03;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología comunitaria e intervención psicosocial;Normal;Optativa;100.00;97.44;97.44;44;43;43;1.07;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología social del deporte y del ejercicio físico;Normal;Optativa;100.00;96.15;96.15;27;26;26;1.15;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Recursos humanos;Normal;Optativa;100.00;100.00;100.00;17;17;17;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología del trabajo;Normal;Optativa;100.00;96.97;96.97;38;37;37;1.05;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Conflictos y negociación en las organizaciones;Normal;Optativa;;;;1;1;1;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicopatología del ciclo vital;Normal;Optativa;97.30;94.74;97.37;77;73;75;1.10;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Evaluación y tratamiento de problemas clínicos;Normal;Optativa;96.55;96.55;100.00;62;59;61;1.08;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Investigación en psicopatología;Normal;Optativa;100.00;91.30;91.30;24;22;22;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Terapias cognitivas y conductuales;Normal;Optativa;96.43;94.74;98.25;68;64;66;1.06;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Terapias sistémicas, familiar;Normal;Optativa;96.97;91.43;94.29;41;37;39;1.03;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Terapias humanistas;Normal;Optativa;100.00;98.57;98.57;74;72;72;1.03;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de la orientación escolar e intervención psicoeducativa;Normal;Optativa;100.00;100.00;100.00;8;8;8;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Procesos psicológicos de la lectoescritura;Normal;Optativa;100.00;100.00;100.00;8;8;8;1.12;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Programas y técnicas de intervención temprana;Normal;Optativa;100.00;100.00;100.00;13;13;13;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Dificultades del aprendizaje escolar: diagnóstico e intervención;Normal;Optativa;100.00;92.31;92.31;15;14;14;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicomotricidad;Normal;Optativa;;;;1;1;1;1.00;04/09/2022
2020;Grado;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Psicología de los alumnos con necesidades educativas especiales;Normal;Optativa;100.00;100.00;100.00;20;20;20;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Anatomía humana;Normal;Formación básica;63.08;48.81;77.38;84;41;65;1.47;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Cinesiología y biomecánica humana;Normal;Formación básica;98.65;89.02;90.24;82;73;74;1.01;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Fisiología humana;Normal;Formación básica;100.00;91.03;91.03;78;71;71;1.33;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Psicología I;Normal;Formación básica;80.26;70.93;88.37;86;61;76;1.34;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Sociología de la salud;Normal;Formación básica;90.54;77.91;86.05;86;67;74;1.15;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Inglés científico I;Normal;Formación básica;92.86;84.42;90.91;77;65;70;1.07;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Teoría y técnicas de la terapia ocupacional I;Normal;Obligatoria;98.67;89.16;90.36;83;74;75;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional I. Introducción a la independencia funcional;Normal;Obligatoria;100.00;92.68;92.68;82;76;76;1.01;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Psicología II;Normal;Formación básica;100.00;95.95;95.95;74;71;71;1.03;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Sociología aplicada a la discapacidad;Normal;Formación básica;100.00;95.89;95.89;73;70;70;1.09;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Inglés científico II;Normal;Formación básica;100.00;94.81;94.81;77;73;73;1.03;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Deontología y legislación sanitaria;Normal;Formación básica;100.00;94.52;94.52;73;69;69;0.99;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Teoría y técnicas de la terapia ocupacional II;Normal;Obligatoria;92.00;87.34;94.94;79;69;75;1.19;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Afecciones médico quirúrgicas I;Normal;Obligatoria;80.00;77.78;97.22;72;56;70;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional II. Desempeño ocupacional en la vida diaria;Normal;Obligatoria;96.97;92.75;95.65;69;64;66;1.08;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Teoría y técnicas de la terapia ocupacional III;Normal;Obligatoria;100.00;98.57;98.57;70;69;69;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Afecciones médico quirúrgicas II;Normal;Obligatoria;100.00;98.55;98.55;69;68;68;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional III. Desempeño ocupacional en educación, juego y ocio.;Normal;Obligatoria;98.57;98.57;100.00;70;69;70;1.01;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional IV. Entorno y desempeño ocupacional;Normal;Obligatoria;100.00;100.00;100.00;71;71;71;1.01;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Psiquiatría;Normal;Obligatoria;98.55;94.44;95.83;72;68;69;1.12;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Salud pública;Normal;Obligatoria;95.71;95.71;100.00;70;67;70;1.31;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Prácticas externas I;Prácticas externas;Prácticas externas;100.00;100.00;100.00;66;66;66;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Prácticas externas II;Prácticas externas;Prácticas externas;100.00;100.00;100.00;62;62;62;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional V: Desempeño ocupacional en la comunidad;Normal;Obligatoria;100.00;98.46;98.46;65;64;64;1.03;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Actividades para la independencia funcional VI: Desempeño ocupacional e inserción laboral;Normal;Obligatoria;96.92;96.92;100.00;65;63;65;1.08;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Geriatría;Normal;Obligatoria;100.00;100.00;100.00;66;66;66;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Ortoprótesis en terapia ocupacional;Normal;Obligatoria;100.00;100.00;100.00;64;64;64;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;96.97;96.97;66;64;64;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Academic writing for occupational therapy;Normal;Optativa;100.00;100.00;100.00;9;9;9;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Terapéutica de las patologías de la comunicación;Normal;Optativa;100.00;98.53;98.53;68;67;67;1.07;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Técnicas de liderazgo y dinámica grupal;Normal;Optativa;100.00;100.00;100.00;28;28;28;1.04;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Terapia asistida con animales;Normal;Optativa;100.00;100.00;100.00;9;9;9;1.00;04/09/2022
2020;Grado;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Fisiología clínica del ejercicio para profesionales sanitarios;Normal;Optativa;84.62;81.48;96.30;27;22;26;1.27;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Introducción al trabajo social;Normal;Obligatoria;89.38;77.72;86.96;184;143;160;1.19;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Fundamentos del comportamiento humano;Normal;Formación básica;82.76;75.79;91.58;190;144;174;1.19;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Economía aplicada al trabajo social;Normal;Formación básica;86.05;80.00;92.97;185;148;172;1.11;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Sociología general;Normal;Formación básica;79.66;72.68;91.24;194;141;177;1.15;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Introducción a la política social;Normal;Formación básica;93.21;77.44;83.08;195;151;162;1.21;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Conceptos, teorías y métodos en trabajo social;Normal;Obligatoria;94.84;82.58;87.08;178;147;155;1.14;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Habilidades sociales y de comunicación;Normal;Formación básica;92.16;82.94;90.00;170;141;153;1.10;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Desarrollo humano en el ciclo vital y en el medio social;Normal;Formación básica;84.85;76.50;90.16;183;140;165;1.13;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Antropología social y cultural;Normal;Formación básica;91.41;83.24;91.06;179;149;163;1.04;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Fundamentos jurídicos;Normal;Formación básica;64.75;47.37;73.16;190;90;139;1.33;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social con individuos y familias;Normal;Obligatoria;95.24;91.43;96.00;175;160;168;1.04;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Métodos y técnicas de investigación en trabajo social;Normal;Obligatoria;89.23;84.88;95.12;205;174;195;1.61;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Procesos de interacción: el individuo en el grupo y en su contexto social;Normal;Obligatoria;99.39;98.19;98.80;166;163;164;1.05;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Derecho, ciudadanía y trabajo social;Normal;Formación básica;99.40;92.18;92.74;179;165;166;1.02;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Sistemas de bienestar social;Normal;Obligatoria;94.15;88.50;94.00;201;178;189;1.36;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social con grupos;Normal;Obligatoria;100.00;96.36;96.36;165;159;159;1.01;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social con comunidades;Normal;Obligatoria;100.00;95.83;95.83;168;161;161;1.07;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Habilidades de comunicación en el trabajo social;Normal;Obligatoria;99.39;95.29;95.88;170;162;163;1.03;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Salud, dependencia y vulnerabilidad social;Normal;Formación básica;90.76;83.92;92.46;199;167;184;1.36;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Estructura social;Normal;Obligatoria;64.85;55.15;85.05;195;108;166;1.27;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Ética y trabajo social;Normal;Obligatoria;97.47;95.06;97.53;166;157;161;1.08;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Estadística aplicada a la investigación social;Normal;Obligatoria;92.64;90.42;97.60;173;155;167;1.05;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Procesos sociales;Normal;Obligatoria;92.43;86.80;93.91;203;176;190;1.22;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Políticas sociales en España;Normal;Obligatoria;96.15;92.11;95.79;195;180;187;1.12;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Organización de los servicios sociales;Normal;Obligatoria;92.40;89.27;96.61;177;158;171;1.12;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Prácticum de investigación;Prácticas externas;Prácticas externas;100.00;99.38;99.38;160;159;159;1.00;04/09/2022
2020;Movilidad de entrada;Movilidad para 1º y 2º ciclo y grado;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Prácticum de investigación;Prácticas externas;Optativa;;;;2;2;2;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Gestión de organizaciones;Normal;Obligatoria;93.33;84.34;90.36;169;143;153;1.14;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Programas y prestaciones de los servicios sociales;Normal;Obligatoria;93.04;88.02;94.61;167;147;158;1.11;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Practicum de intervención;Prácticas externas;Prácticas externas;100.00;100.00;100.00;146;146;146;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;99.35;83.52;84.07;182;152;153;1.01;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Análisis de datos sociales;Normal;Optativa;100.00;85.71;85.71;10;9;9;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Concepciones del ser humano;Normal;Optativa;100.00;93.94;93.94;36;34;34;1.06;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Diseño de proyectos sociales;Normal;Optativa;100.00;98.51;98.51;73;71;72;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Gestión y administración de la calidad en la prestación de servicios sociales;Normal;Optativa;100.00;83.33;83.33;9;8;8;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Inglés específico para trabajo social I;Normal;Optativa;80.95;75.56;93.33;53;42;50;1.20;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Inmigración;Normal;Optativa;99.09;97.32;98.21;120;117;118;1.10;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Métodos y técnicas de investigación cualitativa aplicados a trabajo social;Normal;Optativa;100.00;100.00;100.00;17;17;17;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Tecnologías aplicadas a la gestión de la información en el contexto de las ciencias sociales;Normal;Optativa;94.74;90.00;95.00;48;44;46;1.14;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social con colectivos en situación de dependencia;Normal;Optativa;100.00;98.51;98.51;71;70;70;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social en el ámbito de la justicia;Normal;Optativa;99.19;99.19;100.00;124;123;124;1.02;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social en el ámbito de la mediación;Normal;Optativa;96.75;92.25;95.35;136;126;130;1.03;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo social en el ámbito de la salud;Normal;Optativa;100.00;100.00;100.00;72;72;72;1.01;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo, derechos sociales y movimientos sociales en la sociedad contemporánea (siglos XIX y XX);Normal;Optativa;100.00;98.46;98.46;70;69;69;1.00;04/09/2022
2020;Grado;Grado: Trabajo Social;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Trabajo fin de Grado/Curso adaptación;Trabajo fin de grado;Trabajo fin de Grado;;;;1;0;0;;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Actividades corporales de expresión;Normal;Obligatoria;98.28;93.44;95.08;61;57;58;1.02;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes rítmico-gimnásticos;Normal;Obligatoria;96.72;88.06;91.04;67;59;61;1.13;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes y actividades acuáticas;Normal;Obligatoria;98.39;95.31;96.88;64;61;62;1.15;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Estadística;Normal;Formación básica;92.19;84.29;91.43;70;59;64;1.19;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Fundamentos anatómicos, cinesiológicos y biomecánicos en la actividad física y el deporte;Normal;Formación básica;81.48;66.67;81.82;66;44;54;1.51;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Fundamentos y manifestaciones básicas de la motricidad;Normal;Obligatoria;96.83;96.83;100.00;63;61;63;1.08;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Juegos motores;Normal;Obligatoria;96.77;93.75;96.88;64;60;62;1.52;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Procesos de enseñanza-aprendizaje en la actividad física y el deporte;Normal;Formación básica;93.55;93.55;100.00;62;58;62;1.00;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Sociología de la actividad física y el deporte;Normal;Formación básica;100.00;95.00;95.00;60;57;57;1.19;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes de colaboración-oposición (colectivos);Normal;Obligatoria;98.15;94.64;96.43;56;53;54;1.00;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes en la naturaleza;Normal;Obligatoria;100.00;94.83;94.83;58;55;55;1.09;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Teoría e historia de la actividad física y del deporte;Normal;Formación básica;100.00;96.49;96.49;57;55;55;1.00;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes individuales;Normal;Obligatoria;100.00;95.56;95.56;45;43;43;1.09;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Fundamentos fisiológicos en la actividad física y el deporte;Normal;Formación básica;100.00;98.18;98.18;55;54;54;1.32;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Psicología de la actividad física y el deporte;Normal;Formación básica;84.85;84.85;100.00;66;56;66;1.75;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportes de lucha y de adversario;Normal;Obligatoria;100.00;95.00;95.00;60;57;57;1.18;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Organización de las actividades deportivas;Normal;Obligatoria;97.92;94.00;96.00;53;50;51;1.20;04/09/2022
2020;Grado;Grado: Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;Actividad física y salud;Normal;Obligatoria;80.49;80.49;100.00;85;69;85;1.78;04/09/2022
