CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2019;ERASMUS;021-Artes;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi 'G. D'Annunzio' Di Chieti (Italia);2;0;27/09/2020
2019;ERASMUS;021-Artes;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi 'G. D'Annunzio' Di Chieti (Italia);2;1;27/09/2020
2019;ERASMUS;0211-Técnicas audiovisuales y producción para medios de comunicación;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;GRIEGO - B2 (Nivel avanzado);Grecia;University Of West Attica (Grecia);0;0;27/09/2020
2019;ERASMUS;0211-Técnicas audiovisuales y producción para medios de comunicación;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Cagliari (Italia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Coburg (Alemania);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Darmstadt (Alemania);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Estonia;Tallinna Tehnikaúlikool (Estonia);1;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Savonia University Of Applied Sciences (Finlandia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);4;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);4;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;University Of The Arts Poznan (Polonia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Politechnika Poznanska (Polonia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Szkola Wyzsza Psychologii Spolecznej (Polonia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico Do Porto (Portugal);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;De Montfort University (Reino Unido);1;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;Loughborough University (Reino Unido);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Suecia;Luleå Tekniska Universitet (Suecia);1;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Suecia;Mälardalens Högskola (Suecia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Suecia;Stiftelsen Högskolan I Jönköping (Suecia);1;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;IN;No Informado;Italia;Università Degli Studi Di Camerino (Italia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;GRIEGO - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);2;1;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Hochschule Coburg (Alemania);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Hochschule Darmstadt (Alemania);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);4;1;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;University Of The Arts Poznan (Polonia);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico Do Porto (Portugal);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Reino Unido;Loughborough University (Reino Unido);4;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Luleå Tekniska Universitet (Suecia);1;1;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Stiftelsen Högskolan I Jönköping (Suecia);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Estonia;Tallinna Tehnikaúlikool (Estonia);2;1;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Finlandia;Savonia University Of Applied Sciences (Finlandia);2;3;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Hungría;Budapest University Of Technology And Economics (Hungría);3;3;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Mälardalens Högskola (Suecia);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Bologna (Italia);4;3;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Grecia;Atei Of Thessaloniki (Grecia);2;2;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Italia;Università Degli Studi Di Camerino (Italia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Reino Unido;De Montfort University (Reino Unido);1;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Polonia;Szkola Wyzsza Psychologii Spolecznej (Polonia);2;0;27/09/2020
2019;ERASMUS;0212-Diseño industrial, de moda y de interiores;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Polonia;Politechnika Poznanska (Polonia);2;2;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Bordeaux Montaigne (Francia);0;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Cagliari (Italia);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Accademia Di Belle Arti Di Brera (Italia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Macedonia;Goce Delcev University (Macedonia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Din Oradea (Rumanía);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B2 (Nivel avanzado);Macedonia;International Balkan University (Macedonia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Turquía;Mustafa Kemal University (Turquía);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Académie Royale Des Beaux-Arts De Bruxelles (Bélgica);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Bordeaux Montaigne (Francia);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;GRIEGO - B2 (Nivel avanzado);Grecia;University Of West Attica (Grecia);2;1;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Université De Haute-Bretagne (Rennes Ii) (Francia);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Accademia Di Belle Arti Di Palermo (Italia);2;1;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Coimbra (Portugal);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Coimbra (Portugal);2;1;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Reino Unido;Loughborough University (Reino Unido);4;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Sakarya Üniversitesi (Turquía);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Mustafa Kemal University (Turquía);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Ege University (Turquía);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Kocaeli Universitesi (Turquía);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B2 (Nivel avanzado);Macedonia;International Balkan University (Macedonia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B2 (Nivel avanzado);Rumanía;Universitatea Din Oradea (Rumanía);2;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;No Informado;Italia;Accademia Di Belle Arti Di Brera (Italia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;OTROS - B1 (Nivel intermedio);Macedonia;Goce Delcev University (Macedonia);3;0;27/09/2020
2019;ERASMUS;0213-Bellas artes;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Escola Universitaria Das Artes De Coimbra (Portugal);2;0;27/09/2020
2019;ERASMUS;02.2-Diseño de interiores;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Escuela de Doctorado;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Ciencias Sociales y Humanas de Teruel;IN;No Informado;Italia;"Università Di Napoli ""L'Orientale"" (Italia)";0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Ciencias Sociales y Humanas de Teruel;OUT;No Informado;Francia;Université De Limoges (Francia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Freie Universität Berlin (Alemania);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Westfälische Wilhelms-Universität Münster (Alemania);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Potsdam (Alemania);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Picardie Jules Verne (Francia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Toulouse - Jean Jaurès (Francia);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Bordeaux Montaigne (Francia);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Ionio Panepistimio (Grecia);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Elliniko Anoikto Panepistimio - Hellenic Open University (Grecia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma 'Tor Vergata' (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Macerata (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Sassari (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Verona (Italia);4;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Padova (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Siena (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi 'G. D'Annunzio' Di Chieti (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Im. Adama Mickiewicza (Polonia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Coimbra (Portugal);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Catania (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;INGLÉS - B1 (Nivel intermedio);Grecia;Ethniko Kai Kapodistriako Panepistimio Athinon (Grecia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;No Informado;Francia;Sorbonne Université (Francia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;IN;No Informado;Italia;Università Degli Studi Di Verona (Italia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Universität Potsdam (Alemania);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Westfälische Wilhelms-Universität Münster (Alemania);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ESPAÑOL - B2 (Nivel avanzado);Grecia;Elliniko Anoikto Panepistimio - Hellenic Open University (Grecia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Picardie Jules Verne (Francia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Bordeaux Montaigne (Francia);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Toulouse - Jean Jaurès (Francia);3;2;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Sorbonne Université (Francia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;INGLÉS - B1 (Nivel intermedio);Grecia;Ionio Panepistimio (Grecia);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Verona (Italia);3;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;INGLÉS - B2 (Nivel avanzado);Grecia;Ethniko Kai Kapodistriako Panepistimio Athinon (Grecia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Padova (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Siena (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Macerata (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Sassari (Italia);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Di Pisa (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma 'Tor Vergata' (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;No Informado;Alemania;Freie Universität Berlin (Alemania);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;No Informado;Italia;Università Degli Studi Di Verona (Italia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;No Informado;Italia;Università Degli Studi Di Torino (Italia);1;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;No Informado;Italia;Università Degli Studi 'G. D'Annunzio' Di Chieti (Italia);2;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;No Informado;Polonia;Uniwersytet Im. Adama Mickiewicza (Polonia);0;0;27/09/2020
2019;ERASMUS;022-Humanidades (excepto idiomas);Facultad de Filosofía y Letras;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Coimbra (Portugal);3;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Escuela de Doctorado;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Toulouse - Jean Jaurès (Francia);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Escuela de Doctorado;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);3;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Technische Universität Dresden (Alemania);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Christian-Albrechts-Universität Zu Kiel (Alemania);1;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Freie Universität Berlin (Alemania);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Zu Köln (Alemania);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Hamburg (Alemania);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Eberhard-Karls-Universität Tübingen (Alemania);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Université Libre De Bruxelles (Bélgica);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Sorbonne Université (Francia);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Limoges (Francia);4;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Poitiers (Francia);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Bordeaux Montaigne (Francia);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Bourgogne - Dijon (Francia);2;0;27/09/2020
2019;ERASMUS;0222-Historia y arqueología;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Toulouse - Jean Jaurès (Francia);3;0;27/09/2020
