CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Irlanda (Eire);Galway Mayo Institute Of Technology (Irlanda (Eire));1;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Chalmers Tekniska Högskola (Suecia);1;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Hochschule Kaiserslautern University Of Applied Sciences (Alemania);3;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Austria;Fh Salzburg Fachhochschulgesellschaft Mbh (Austria);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Dinamarca;Aarhus University School Of Engineering (Dinamarca);2;2;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Eurecom (Francia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Lituania;Kaunas University Of Technology (Lituania);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;The University Of Glasgow (Reino Unido);1;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;University Of Gävle (Suecia);4;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - A1 (Nivel básico);Italia;Università Degli Studi Di Salerno (Italia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Roma Tre (Italia);3;2;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;2;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Technische Universität Carolo-Wilhelmina Zu Braunschweig (Alemania);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Technische Universität Dresden (Alemania);3;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Université De Bordeaux I (Francia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Enseirb-Matmetca-Bordeaux Inp (Francia);3;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Institut National Polytechnique De Toulouse (Francia);3;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;École Nationale Supérieure D´Ingenieurs De Caen (Francia);1;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Imt Atlantique (Francia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Polonia;Politechnika Lubelska (Polonia);2;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Portugal;Instituto Superior Politécnico De Viseu (Portugal);3;5;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;República Checa;Vysoké Ucení Technické V Brne (República Checa);3;3;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Suecia;Lunds Universitet (Suecia);1;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Für Angewandte Wissenschaften Hamburg (Alemania);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Satakunnan Ammattikorkeakoulu (Finlandia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Christelijke Hogeschool Windesheim (Holanda);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Hungría;Óbudai Egyetem (Hungría);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Kaunas University Of Technology (Lituania);1;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Castelo Branco (Portugal);3;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Hochschule Für Angewandte Wissenschaften Hamburg (Alemania);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Finlandia;Satakunnan Ammattikorkeakoulu (Finlandia);2;1;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Holanda;Christelijke Hogeschool Windesheim (Holanda);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Hungría;Óbudai Egyetem (Hungría);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B2 (Nivel avanzado);Lituania;Kaunas University Of Technology (Lituania);2;0;27/09/2020
2019;ERASMUS;0714-Electrónica y automatización;Escuela Universitaria Politécnica de Teruel;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Castelo Branco (Portugal);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Kaiserslautern University Of Applied Sciences (Alemania);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Technische Universität Dresden (Alemania);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Georg-Simon-Ohm-Hochschule Nürnberg (Alemania);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Fh Joanneum Gesellschaft Mbh (Austria);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Savonia University Of Applied Sciences (Finlandia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Institut National Des Sciences Appliquées De Rouen (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Technologie De Belfort-Montbeliard (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;École Nationale Supérieure Des Mines De Douai (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université D'Artois (Francia);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Politecnica Delle Marche (Italia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);5;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Politechnika Warszawska (Polonia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Superior Politécnico De Viseu (Portugal);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Kocaeli Universitesi (Turquía);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Yildiz Teknik Üniversitesi (Turquía);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Iskenderun Technical University (Turquía);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;IN;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Universität Karlsruhe (Th) (Alemania);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Hochschule Für Technik Und Wirtschaft Dresden (Fh) (Alemania);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Rheinisch-Westfälische Technische Hochschule Aachen (Alemania);6;6;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Hochschule Kaiserslautern University Of Applied Sciences (Alemania);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Technische Universität Carolo-Wilhelmina Zu Braunschweig (Alemania);10;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Austria;Fh Joanneum Gesellschaft Mbh (Austria);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Technische Universität München (Alemania);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Hochschule Für Technik Und Wirtschaft Berlin (Alemania);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Technische Universität Graz (Austria);2;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Technische Universität Wien (Austria);3;4;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Université De Liege (Bélgica);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Université Libre De Bruxelles (Bélgica);5;5;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;École Nationale Supérieure D'Arts Et Métiers (Francia);9;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Technologie De Compiegne (Francia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;École Centrale De Lille (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Lorraine (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université D'Artois (Francia);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;École Nationale Supérieure Des Mines De Paris (Francia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Institut National Des Sciences Appliquees De Lyon (Francia);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Institut National Des Sciences Appliquées De Rouen (Francia);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Institut National Des Sciences Appliquées De Toulouse (Francia);8;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;École Nationale Supérieure Des Mines De Douai (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Technische Universität Dresden (Alemania);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Finlandia;Lappeenrannan Teknillinen Yliopisto (Finlandia);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Irlanda (Eire);Galway Mayo Institute Of Technology (Irlanda (Eire));1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Viana Do Castelo (Portugal);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Linköpings Universitet (Suecia);4;7;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Chalmers Tekniska Högskola (Suecia);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Suecia;Luleå Tekniska Universitet (Suecia);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Dinamarca;Aarhus University School Of Engineering (Dinamarca);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Finlandia;Savonia University Of Applied Sciences (Finlandia);2;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Italia;Politecnico Di Milano (Italia);4;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Politechnika Wroclawska (Polonia);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Politechnika Slaska (Polonia);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Politechnika Warszawska (Polonia);2;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;The University Of Glasgow (Reino Unido);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;University Of Leeds (Reino Unido);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Mälardalens Högskola (Suecia);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Politecnica Delle Marche (Italia);4;4;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Palermo (Italia);3;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma 'La Sapienza' (Italia);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);5;4;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Fachhochschule Konstanz (Alemania);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Georg-Simon-Ohm-Hochschule Nürnberg (Alemania);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Universität Gesamthochschule Kassel (Alemania);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Hochschule Karlsruhe - Hochschule Für Technik (Alemania);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Alemania;Technische Universitaet Dortmund (Tu Dortmund University) (Alemania);4;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Austria;Technikum Wien (Austria);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Sigma Clermont (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Université De Bordeaux I (Francia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Imt Atlantique (Francia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;École Nationale D'Ingénieurs De Tarbes (Francia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Université Paris-Est Créteil Val De Marne (Francia);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Université De Technologie De Belfort-Montbeliard (Francia);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Francia;Institut National Des Sciences Appliquées De Rennes (Francia);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Italia;Università Degli Studi Di Trieste (Italia);2;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Portugal;Instituto Superior Politécnico De Viseu (Portugal);3;5;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Portugal;Universidade Do Porto (Portugal);2;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Portugal;Universidade Do Minho (Portugal);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Rumanía;Universitatea 'Valahia' Din Targoviste (Rumanía);1;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Rumanía;Universitatea Transilvania Din Brasov (Rumanía);2;3;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Turquía;Yildiz Teknik Üniversitesi (Turquía);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Ditikis Makedonias (Grecia);4;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Turquía;Kocaeli Universitesi (Turquía);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Turquía;Iskenderun Technical University (Turquía);4;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B2 (Nivel avanzado);Polonia;Politechnika Warszawska (Polonia);2;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);2;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela de Ingeniería y Arquitectura;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Instituto Politecnico De Lisboa (Portugal);1;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Dinamarca;Via University College (Dinamarca);5;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Tehnica Cluj-Napoca (Rumanía);3;0;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;OUT;INGLÉS - B2 (Nivel avanzado);Dinamarca;Via University College (Dinamarca);5;2;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);3;1;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de la Almunia de Doña Godina;OUT;OTROS - B1 (Nivel intermedio);Rumanía;Universitatea Tehnica Cluj-Napoca (Rumanía);3;4;27/09/2020
2019;ERASMUS;0715-Mecánica y metalurgia;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Satakunnan Ammattikorkeakoulu (Finlandia);2;0;27/09/2020
