CURSO_ACADEMICO;CENTRO;ESTUDIO;TIPO_ESTUDIO;ALUMNOS_MATRICULADOS;ALUMNOS_NUEVO_INGRESO;PLAZAS_OFERTADAS;ALUMNOS_GRADUADOS;ALUMNOS_ADAPTA_GRADO_MATRI;ALUMNOS_ADAPTA_GRADO_MATRI_NI;ALUMNOS_ADAPTA_GRADO_TITULADO;ALUMNOS_CON_RECONOCIMIENTO;ALUMNOS_MOVILIDAD_ENTRADA;ALUMNOS_MOVILIDAD_SALIDA;CREDITOS_MATRICULADOS;CREDITOS_RECONOCIDOS;DURACION_MEDIA_GRADUADOS;TASA_EXITO;TASA_RENDIMIENTO;TASA_EFICIENCIA;TASA_ABANDONO;TASA_GRADUACION;FECHA_ACTUALIZACION
2021;Facultad de Economía y Empresa;2-Sociología de las Políticas Públicas y Sociales;Máster;23;17;25;13;0;0;0;0;8;0;1086.00;0.00;1.33;98.48;83.61;92.96;;;16/04/2023
2021;Facultad de Educación;2-Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;23;14;40;13;0;0;0;3;2;0;895.00;46.00;1.30;98.23;86.70;94.05;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Investigación y Estudios Avanzados en Historia;Máster;14;8;40;7;0;0;0;0;;0;600.00;0.00;1.50;100.00;81.00;92.11;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Estudios Avanzados en Historia del Arte;Máster;12;11;35;8;0;0;0;0;7;0;675.00;0.00;1.12;98.13;81.56;97.58;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;71;26;36;33;0;0;0;16;28;5;2482.00;347.00;2.36;97.76;82.68;90.66;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;47;31;40;26;0;0;0;0;1;1;2145.00;0.00;1.31;99.40;78.96;91.23;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Ordenación Territorial y Medioambiental;Máster;23;16;25;14;0;0;0;0;;0;1110.00;0.00;1.08;100.00;90.27;97.90;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Electrónica;Máster;16;7;20;12;0;0;0;7;3;0;542.00;204.00;1.33;94.23;72.32;90.36;;;16/04/2023
2021;Facultad de Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;605;460;467;457;0;0;0;43;3;0;28521.00;920.00;1.18;99.40;95.00;96.89;;;16/04/2023
2021;Facultad de Ciencias Humanas y de la Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;36;31;30;30;0;0;0;1;;0;1889.00;54.00;1.04;98.75;96.29;99.17;;;16/04/2023
2021;Facultad de Ciencias Sociales y Humanas de Teruel;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;20;15;16;10;0;0;0;0;1;0;870.00;0.00;1.20;98.35;82.07;98.04;;;16/04/2023
2021;Facultad de Medicina;2-Salud pública;Máster;;;;0;;;0;;;;;;;;;;;;16/04/2023
2021;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;;;;0;;;0;;;;;;;;;;;;16/04/2023
2021;Facultad de Derecho;2-Prevención de riesgos laborales;Máster;40;24;30;23;0;0;0;1;;0;1930.00;74.00;1.35;98.75;89.84;96.72;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Arquitectura;Máster;48;31;80;36;0;0;0;1;2;0;2373.00;3.00;1.37;99.70;84.32;82.57;;;16/04/2023
2021;Facultad de Ciencias;2-Modelización e Investigación Matemática, Estadística y Computación;Máster;20;15;17;11;0;0;0;0;1;0;1014.00;0.00;1.00;100.00;81.66;99.10;;;16/04/2023
2021;Facultad de Derecho;2-Abogacía;Máster;181;80;100;91;0;0;0;3;;0;7631.00;36.00;2.02;99.35;97.76;99.71;;;16/04/2023
2021;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;14;11;20;8;0;0;0;2;;0;682.50;18.00;1.50;98.02;86.96;90.81;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Química;Máster;39;20;40;14;0;0;0;2;6;1;1659.00;84.00;2.00;99.16;87.05;100.00;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Industrial;Máster;208;74;220;83;0;0;0;20;24;26;9648.00;695.00;2.57;95.54;85.18;91.28;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;33;20;30;8;0;0;0;2;3;0;1728.00;12.00;2.00;98.08;88.89;95.47;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Informática;Máster;21;5;60;7;0;0;0;0;9;0;709.50;0.00;2.00;98.85;74.84;98.14;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Mecánica;Máster;32;21;24;18;0;0;0;3;12;0;1264.50;54.00;1.22;99.08;88.97;96.15;;;16/04/2023
2021;Facultad de Ciencias;2-Química Industrial;Máster;22;20;50;20;0;0;0;1;;0;1221.00;20.00;1.15;100.00;97.13;98.52;;;16/04/2023
2021;Facultad de Ciencias;2-Geología: Técnicas y Aplicaciones;Máster;5;3;20;3;0;0;0;0;2;0;168.00;0.00;1.00;100.00;92.86;100.00;;;16/04/2023
2021;Facultad de Ciencias;2-Química Molecular y Catálisis Homogénea;Máster;11;11;25;10;0;0;0;0;2;1;660.00;0.00;1.00;100.00;90.79;100.00;;;16/04/2023
2021;Facultad de Economía y Empresa;2-Auditoría;Máster;38;29;32;25;0;0;0;0;1;0;1765.00;0.00;1.24;99.29;95.07;95.79;;;16/04/2023
2021;Escuela Politécnica Superior;2-Ingeniería Agronómica;Máster;44;16;40;9;0;0;0;9;3;0;1579.50;58.50;2.00;82.21;69.33;96.32;;;16/04/2023
2021;Facultad de Ciencias de la Salud y del Deporte;2-Evaluación y Entrenamiento Físico para la Salud;Máster;11;3;20;7;0;0;0;0;;1;420.00;0.00;1.57;100.00;90.00;85.37;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Mundo Antiguo y Patrimonio Arqueológico;Máster;15;13;30;12;0;0;0;0;1;0;740.00;0.00;1.17;100.00;97.84;96.77;;;16/04/2023
2021;Facultad de Ciencias de la Salud;2-Iniciación a la Investigación en Ciencias de la Enfermería;Máster;18;15;30;16;0;0;0;0;;0;945.00;0.00;1.38;100.00;96.83;96.98;;;16/04/2023
2021;Facultad de Economía y Empresa;2-Dirección, Estrategia y Marketing;Máster;25;19;20;15;0;0;0;0;1;0;1107.00;0.00;1.23;98.25;91.06;94.93;;;16/04/2023
2021;Facultad de Ciencias Sociales y Humanas de Teruel;2-Psicología General Sanitaria;Máster;68;30;30;33;0;0;0;0;5;0;2730.00;0.00;2.15;99.89;99.05;98.02;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Diseño de Producto;Máster;12;10;30;11;0;0;0;1;9;0;595.50;9.00;1.18;100.00;97.73;95.18;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Consultoría de Información y Comunicación Digital;Máster;31;22;25;10;0;0;0;6;1;0;1332.00;36.00;1.40;96.88;69.82;93.33;;;16/04/2023
2021;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;1;0;;1;0;0;0;0;;0;12.00;0.00;5.00;100.00;100.00;71.43;;;16/04/2023
2021;Facultad de Derecho;2-Gestión Administrativa;Máster;14;11;30;11;0;0;0;0;;0;660.00;0.00;1.00;100.00;99.09;100.00;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Investigación en Filosofía;Máster;10;8;12;7;0;0;0;0;;0;522.00;0.00;1.29;98.53;77.01;90.91;;;16/04/2023
2021;Centro Universitario de la Defensa de Zaragoza;2-Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Máster;50;25;25;24;0;0;0;8;;0;1374.00;84.00;2.00;100.00;99.42;98.85;;;16/04/2023
2021;Facultad de Derecho;2-Derecho de la Administración Pública;Máster;32;19;20;12;0;0;0;1;;0;1200.00;3.00;1.50;95.68;77.50;87.91;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Ingeniería Mecánica;Máster;5;0;6;;0;0;;0;;0;130.50;0.00;;100.00;81.61;;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Energías Renovables y Eficiencia Energética;Máster;26;9;9;;0;0;;0;;3;1369.00;0.00;;99.64;97.54;;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Programa conjunto en Máster Universitario en Ingeniería Industrial-Máster Universitario en Ingeniería Electrónica;Máster;7;0;5;;0;0;;0;;0;234.00;0.00;;100.00;94.87;;;;16/04/2023
2021;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;43;27;25;20;0;0;0;0;;0;1537.00;0.00;1.00;100.00;95.84;99.50;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Robótica, Gráficos y Visión por Computador/Robotics, Graphics and Computer Vision;Máster;43;19;30;23;0;0;0;0;10;1;1794.00;0.00;1.91;98.55;92.18;98.02;;;16/04/2023
2021;Escuela Universitaria Politécnica de Teruel;2-Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;12;9;20;4;0;0;0;0;;0;687.00;0.00;1.25;92.62;49.34;91.95;;;16/04/2023
2021;Facultad de Veterinaria;2-Salud Global: Integración de la Salud Ambiental, Humana y Animal;Máster;17;12;30;13;0;0;0;0;;0;804.00;0.00;1.10;100.00;96.27;98.16;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Enseñanza del Español como Lengua Extranjera;Máster;20;20;30;17;0;0;0;0;2;0;1203.00;0.00;1.00;100.00;86.28;100.00;;;16/04/2023
2021;Facultad de Ciencias;2-Biofísica y Biotecnología Cuantitativa/Biophysics and Quantitative Biotechnology;Máster;4;4;24;;0;0;;0;6;0;240.00;0.00;;100.00;100.00;;;;16/04/2023
2021;Facultad de Ciencias;2-Economía Circular;Máster;14;14;40;;0;0;;0;1;0;909.00;0.00;;99.32;96.04;;;;16/04/2023
2021;Facultad de Ciencias;2-Física del Universo: Cosmología, Astrofísica, Partículas y Astroparticulas;Máster;8;8;30;;0;0;;0;5;0;396.00;0.00;;100.00;96.97;;;;16/04/2023
2021;Facultad de Filosofía y Letras;2-Culturas e Identidades Hispánicas;Máster;3;3;30;;0;0;;0;;0;186.00;0.00;;100.00;100.00;;;;16/04/2023
2021;Facultad de Veterinaria;2-Nutrición Animal;Máster;20;20;24;;0;0;;0;;0;1200.00;0.00;;100.00;100.00;;;;16/04/2023
2021;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;23;23;30;;0;0;;0;1;0;1356.00;0.00;;100.00;100.00;;;;16/04/2023
2021;Facultad de Ciencias Sociales y del Trabajo;2-Gestión Estratégica de Recursos Humanos;Máster;20;20;30;;0;0;;1;1;0;1208.00;36.00;;100.00;98.51;;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Ingeniería Biomédica;Máster;23;23;40;1;0;0;0;1;6;0;1320.00;12.00;1.00;98.11;94.32;100.00;;;16/04/2023
2021;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;;;;;;;;2;;;;15.00;;;;;;;16/04/2023
2021;Escuela de Doctorado;4-Movilidad Doctorado;Movilidad de entrada;1;0;;;0;0;;;;0;0.00;;;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ciencias de la antigüedad;Doctorado;38;4;30;1;0;0;0;0;;0;0.00;0.00;3.68;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Estudios ingleses;Doctorado;36;4;12;6;0;0;0;0;;0;0.00;0.00;4.51;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Literaturas hispánicas;Doctorado;25;4;20;3;0;0;0;0;;0;0.00;0.00;5.56;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Filosofía;Doctorado;34;7;8;1;0;0;0;0;;0;0.00;0.00;4.21;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Historia contemporánea;Doctorado;30;1;15;4;0;0;0;0;;0;0.00;0.00;4.98;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Historia del arte;Doctorado;61;10;20;8;0;0;0;0;;0;0.00;0.00;5.09;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Historia, sociedad y cultura: épocas medieval y moderna;Doctorado;24;5;8;1;0;0;0;0;;0;0.00;0.00;2.90;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Lingüística hispánica;Doctorado;32;6;25;10;0;0;0;0;;0;0.00;0.00;5.50;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Bioquímica y biología molecular;Doctorado;102;13;30;13;0;0;0;0;;0;0.00;0.00;4.42;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Calidad, seguridad y tecnología de los alimentos;Doctorado;33;9;15;2;0;0;0;0;;0;0.00;0.00;4.08;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ciencia analítica en química;Doctorado;35;7;15;8;0;0;0;0;;0;0.00;0.00;4.08;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Física;Doctorado;89;26;50;13;0;0;0;0;;0;0.00;0.00;4.28;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Geología;Doctorado;38;6;11;2;0;0;0;0;;0;0.00;0.00;5.26;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Matemáticas y estadística;Doctorado;23;8;5;2;0;0;0;0;;0;0.00;0.00;4.71;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Producción animal;Doctorado;16;5;6;0;0;0;0;0;;0;0.00;0.00;;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Química física;Doctorado;13;4;10;1;0;0;0;0;;0;0.00;0.00;3.26;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Química inorgánica;Doctorado;33;3;18;5;0;0;0;0;;0;0.00;0.00;4.62;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Química orgánica;Doctorado;35;7;12;2;0;0;0;0;;0;0.00;0.00;4.78;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ciencias biomédicas y biotecnológicas;Doctorado;49;5;20;5;0;0;0;0;;0;0.00;0.00;5.48;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ciencias de la salud y del deporte;Doctorado;135;27;30;15;0;0;0;1;;0;0.00;0.00;5.00;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Medicina;Doctorado;322;66;75;25;0;0;0;0;;0;0.00;0.00;4.51;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Medicina y sanidad animal;Doctorado;50;6;15;2;0;0;0;0;;0;0.00;0.00;4.71;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Contabilidad y finanzas;Doctorado;33;7;20;6;0;0;0;0;;0;0.00;0.00;4.15;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Derecho;Doctorado;122;17;30;10;0;0;0;1;;0;0.00;0.00;3.86;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Derechos humanos y libertades fundamentales;Doctorado;47;7;10;4;0;0;0;0;;0;0.00;0.00;5.80;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Economía;Doctorado;57;20;15;5;0;0;0;0;;0;0.00;0.00;5.15;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Economía y gestión de las organizaciones;Doctorado;60;21;20;5;0;0;0;0;;0;0.00;0.00;3.85;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Educación;Doctorado;109;26;25;21;0;0;0;0;;0;0.00;0.00;4.00;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ordenación del territorio y medio ambiente;Doctorado;37;8;25;3;0;0;0;0;;0;0.00;0.00;5.60;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Relaciones de género y estudios feministas;Doctorado;20;5;30;1;0;0;0;0;;0;0.00;0.00;5.31;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Sociología de las políticas públicas y sociales;Doctorado;54;6;20;6;0;0;0;0;;0;0.00;0.00;3.97;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ciencias agrarias y del medio natural;Doctorado;50;13;30;4;0;0;0;0;;0;0.00;0.00;5.26;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Energías renovables y eficiencia energética;Doctorado;42;4;15;4;0;0;0;0;;0;0.00;0.00;4.38;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería biomédica;Doctorado;63;10;10;7;0;0;0;0;;0;0.00;0.00;4.89;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería de diseño y fabricación;Doctorado;41;6;20;2;0;0;0;0;;0;0.00;0.00;5.48;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería de sistemas e informática;Doctorado;91;25;30;8;0;0;0;0;;0;0.00;0.00;4.21;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería electrónica;Doctorado;43;9;10;7;0;0;0;0;;0;0.00;0.00;4.45;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería mecánica;Doctorado;58;10;25;11;0;0;0;0;;0;0.00;0.00;3.97;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Ingeniería química y del medio ambiente;Doctorado;84;14;60;5;0;0;0;0;;0;0.00;0.00;4.01;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Mecánica de fluidos;Doctorado;14;2;3;2;0;0;0;0;;0;0.00;0.00;4.27;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Nuevos territorios en la arquitectura;Doctorado;39;8;10;3;0;0;0;0;;0;0.00;0.00;5.95;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Tecnologías de la información y comunicaciones en redes moviles;Doctorado;16;1;10;2;0;0;0;0;;0;0.00;0.00;4.62;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Información y Comunicación;Doctorado;37;8;6;1;0;0;0;0;;0;0.00;0.00;5.28;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Patrimonio, Sociedades y Espacios de Frontera;Doctorado;26;5;8;;0;0;;0;;0;0.00;0.00;;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Logística y gestión de la cadena de suministro;Doctorado;3;0;8;;0;0;;0;;0;0.00;0.00;;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Psicología;Doctorado;30;15;20;;0;0;;0;;0;0.00;0.00;;;;;;;16/04/2023
2021;Escuela de Doctorado;3-PD Sistemas eficientes de producción y calidad agroalimentaria;Doctorado;;;4;;;;;;;;;;;;;;;;16/04/2023
